payment_id,customer_id,staff_id,rental_id,amount,payment_date
28495,565,1,10025,5.99,2020-04-30 11:57:35.996577-04
28496,566,2,3663,4.99,2020-04-06 01:44:13.996577-04
28497,566,1,3943,0.99,2020-04-06 14:50:43.996577-04
28498,566,1,3998,3.99,2020-04-06 17:17:46.996577-04
28499,566,1,5079,9.99,2020-04-08 22:49:06.996577-04
28500,566,2,6365,2.99,2020-04-11 14:46:06.996577-04
28501,566,1,7677,2.99,2020-04-27 20:25:03.996577-04
28502,566,2,7941,0.99,2020-04-28 06:15:46.996577-04
28503,566,2,8118,2.99,2020-04-28 12:50:48.996577-04
28504,566,1,8157,6.99,2020-04-28 14:35:11.996577-04
28505,566,1,8257,2.99,2020-04-28 18:31:46.996577-04
28506,566,2,8305,1.99,2020-04-28 20:37:13.996577-04
28507,566,2,8660,6.99,2020-04-29 08:55:25.996577-04
28508,566,1,8710,0.99,2020-04-29 10:54:29.996577-04
28509,566,1,8797,4.99,2020-04-29 14:39:03.996577-04
28510,566,2,9101,4.99,2020-04-30 02:15:39.996577-04
28511,566,2,9470,4.99,2020-04-30 16:29:57.996577-04
28512,566,1,9688,3.99,2020-04-30 00:24:34.996577-04
28513,566,2,9915,2.99,2020-04-30 08:20:52.996577-04
28514,567,1,3769,5.99,2020-04-06 06:39:59.996577-04
28515,567,2,4457,0.99,2020-04-07 17:14:04.996577-04
28516,567,2,4576,0.99,2020-04-07 23:19:45.996577-04
28517,567,1,4949,4.99,2020-04-08 16:25:36.996577-04
28518,567,2,6358,2.99,2020-04-11 14:31:38.996577-04
28519,567,2,6551,0.99,2020-04-11 22:32:09.996577-04
28520,567,2,7340,2.99,2020-04-27 07:46:36.996577-04
28521,567,1,8201,2.99,2020-04-28 16:39:14.996577-04
28522,567,1,8629,2.99,2020-04-29 07:35:01.996577-04
28523,567,1,9279,7.99,2020-04-30 08:43:47.996577-04
28524,567,1,9475,6.99,2020-04-30 16:34:59.996577-04
28525,568,1,4322,2.99,2020-04-07 11:23:03.996577-04
28526,568,2,5332,2.99,2020-04-09 10:27:49.996577-04
28527,568,1,5622,0.99,2020-04-09 23:08:03.996577-04
28528,568,1,5776,4.99,2020-04-10 07:03:48.996577-04
28529,568,2,7068,2.99,2020-04-26 21:26:16.996577-04
28530,568,2,8185,0.99,2020-04-28 15:52:15.996577-04
28531,568,2,9583,6.99,2020-04-29 20:33:47.996577-04
28532,568,1,9738,0.99,2020-04-30 02:32:40.996577-04
28533,569,1,4204,5.99,2020-04-07 04:52:44.996577-04
28534,569,2,5003,0.99,2020-04-08 18:47:29.996577-04
28535,569,2,6046,5.99,2020-04-10 20:50:15.996577-04
28536,569,1,8910,2.99,2020-04-29 18:58:14.996577-04
28537,569,2,9220,1.99,2020-04-30 06:45:53.996577-04
28538,569,1,9399,4.99,2020-04-30 13:43:16.996577-04
28539,569,2,9960,1.99,2020-04-30 09:34:18.996577-04
28540,569,2,10192,2.99,2020-04-30 18:01:26.996577-04
28541,570,2,3984,0.99,2020-04-06 16:51:02.996577-04
28542,570,1,4069,0.99,2020-04-06 22:03:32.996577-04
28543,570,1,4698,0.99,2020-04-08 04:47:57.996577-04
28544,570,2,5638,4.99,2020-04-10 00:01:15.996577-04
28545,570,1,6253,4.99,2020-04-11 08:35:45.996577-04
28546,570,1,6556,0.99,2020-04-11 22:38:42.996577-04
28547,570,2,7174,4.99,2020-04-27 01:29:02.996577-04
28548,570,2,8735,4.99,2020-04-29 11:57:20.996577-04
28549,570,1,9385,7.99,2020-04-30 12:54:15.996577-04
28550,570,1,9398,0.99,2020-04-30 13:37:26.996577-04
28551,570,2,9432,2.99,2020-04-30 14:54:44.996577-04
28552,570,1,9766,4.99,2020-04-30 03:14:55.996577-04
28553,570,1,10004,0.99,2020-04-30 11:19:49.996577-04
28554,570,2,10168,2.99,2020-04-30 16:53:50.996577-04
28555,571,2,3616,2.99,2020-04-05 23:20:39.996577-04
28556,571,1,4162,4.99,2020-04-07 02:45:52.996577-04
28557,571,2,5789,4.99,2020-04-10 07:39:52.996577-04
28558,571,2,6676,8.99,2020-04-12 05:22:06.996577-04
28559,571,1,6792,8.99,2020-04-12 10:05:54.996577-04
28560,571,1,8084,5.99,2020-04-28 11:40:24.996577-04
28561,571,1,8638,4.99,2020-04-29 07:58:49.996577-04
28562,571,2,9300,1.99,2020-04-30 10:01:38.996577-04
28563,571,1,9408,4.99,2020-04-30 14:00:35.996577-04
28564,572,1,4601,2.99,2020-04-08 00:17:36.996577-04
28565,572,1,5595,4.99,2020-04-09 22:02:11.996577-04
28566,572,1,5713,6.99,2020-04-10 04:14:41.996577-04
28567,572,2,6108,2.99,2020-04-11 00:47:50.996577-04
28568,572,1,7161,4.99,2020-04-27 00:54:58.996577-04
28569,572,1,7345,4.99,2020-04-27 07:58:19.996577-04
28570,572,2,7713,6.99,2020-04-27 22:00:40.996577-04
28571,572,2,8342,0.99,2020-04-28 22:13:31.996577-04
28572,572,1,8432,0.99,2020-04-29 00:41:59.996577-04
28573,572,1,9081,3.99,2020-04-30 01:38:24.996577-04
28574,572,2,9950,5.99,2020-04-30 09:18:48.996577-04
28575,572,2,10204,4.99,2020-04-30 18:16:05.996577-04
28576,573,2,3768,0.99,2020-04-06 06:35:56.996577-04
28577,573,1,3930,2.99,2020-04-06 14:22:33.996577-04
28578,573,2,4023,4.99,2020-04-06 19:23:51.996577-04
28579,573,1,4085,0.99,2020-04-06 22:54:05.996577-04
28580,573,1,4609,0.99,2020-04-08 00:50:55.996577-04
28581,573,1,4770,2.99,2020-04-08 08:58:12.996577-04
28582,573,1,5036,5.99,2020-04-08 20:27:07.996577-04
28583,573,2,5522,9.99,2020-04-09 19:14:55.996577-04
28584,573,2,5903,2.99,2020-04-10 14:07:30.996577-04
28585,573,1,6693,7.99,2020-04-12 06:05:26.996577-04
28586,573,1,8400,4.99,2020-04-28 23:52:22.996577-04
28587,573,2,9837,10.99,2020-04-30 05:42:45.996577-04
28588,573,2,9846,4.99,2020-04-30 05:58:38.996577-04
28589,573,2,9963,2.99,2020-04-30 09:45:12.996577-04
28590,573,2,9971,5.99,2020-04-30 10:10:42.996577-04
28591,574,1,3583,7.99,2020-04-05 21:39:09.996577-04
28592,574,1,4004,4.99,2020-04-06 17:49:17.996577-04
28593,574,1,4212,4.99,2020-04-07 05:21:40.996577-04
28594,574,2,4890,2.99,2020-04-08 13:34:04.996577-04
28595,574,2,5010,4.99,2020-04-08 19:01:49.996577-04
28596,574,1,5076,3.99,2020-04-08 22:41:48.996577-04
28597,574,1,5077,3.99,2020-04-08 22:46:27.996577-04
28598,574,1,5640,2.99,2020-04-10 00:06:26.996577-04
28599,574,1,6523,2.99,2020-04-11 21:42:45.996577-04
28600,574,1,7093,1.99,2020-04-26 22:15:26.996577-04
28601,574,1,7134,2.99,2020-04-27 00:01:32.996577-04
28602,574,1,7964,2.99,2020-04-28 07:18:24.996577-04
28603,574,1,8303,4.99,2020-04-28 20:34:22.996577-04
28604,574,1,9589,7.99,2020-04-29 20:41:55.996577-04
28605,574,1,9759,3.99,2020-04-30 02:54:23.996577-04
28606,575,1,3558,6.99,2020-04-05 20:17:32.996577-04
28607,575,2,5875,8.99,2020-04-10 12:35:13.996577-04
28608,575,2,6907,2.99,2020-04-12 15:32:15.996577-04
28609,575,1,7083,0.99,2020-04-26 21:57:05.996577-04
28610,575,1,7139,2.99,2020-04-27 00:20:47.996577-04
28611,575,2,8711,2.99,2020-04-29 10:55:41.996577-04
28612,575,2,8904,0.99,2020-04-29 18:36:59.996577-04
28613,575,2,8989,4.99,2020-04-29 22:07:45.996577-04
28614,575,1,9733,4.99,2020-04-30 02:26:01.996577-04
28615,576,1,3877,4.99,2020-04-06 11:50:36.996577-04
28616,576,2,3889,0.99,2020-04-06 12:24:51.996577-04
28617,576,2,3934,4.99,2020-04-06 14:35:49.996577-04
28618,576,1,4514,4.99,2020-04-07 20:09:51.996577-04
28619,576,2,5597,3.99,2020-04-09 22:16:23.996577-04
28620,576,1,5934,4.99,2020-04-10 15:36:25.996577-04
28621,576,2,7319,1.99,2020-04-27 06:59:51.996577-04
28622,576,1,7605,3.99,2020-04-27 17:25:27.996577-04
28623,576,1,8907,4.99,2020-04-29 18:53:29.996577-04
28624,576,1,9133,5.99,2020-04-30 03:27:26.996577-04
28625,576,2,9548,5.99,2020-04-29 19:22:45.996577-04
28626,576,2,9620,8.99,2020-04-29 21:47:44.996577-04
28627,576,2,9962,0.99,2020-04-30 09:39:02.996577-04
28628,576,1,9979,2.99,2020-04-30 10:28:33.996577-04
28629,576,1,10000,2.99,2020-04-30 11:09:31.996577-04
28630,267,2,9403,4.99,2020-04-30 13:47:19.996577-04
28631,577,2,3599,0.99,2020-04-05 22:45:02.996577-04
28632,577,1,3785,7.99,2020-04-06 07:28:39.996577-04
28633,577,1,4922,2.99,2020-04-08 15:12:26.996577-04
28634,577,1,6500,2.99,2020-04-11 20:39:49.996577-04
28635,577,2,6534,2.99,2020-04-11 22:08:09.996577-04
28636,577,2,7197,0.99,2020-04-27 02:17:58.996577-04
28637,577,1,7371,4.99,2020-04-27 08:47:08.996577-04
28638,577,2,7876,8.99,2020-04-28 03:52:48.996577-04
28639,577,1,8043,5.99,2020-04-28 10:14:10.996577-04
28640,577,1,8060,6.99,2020-04-28 10:38:28.996577-04
28641,577,2,8671,6.99,2020-04-29 09:18:03.996577-04
28642,578,2,4496,4.99,2020-04-07 19:12:45.996577-04
28643,578,1,5377,4.99,2020-04-09 12:32:56.996577-04
28644,578,1,5445,0.99,2020-04-09 15:28:07.996577-04
28645,578,2,5876,4.99,2020-04-10 12:35:41.996577-04
28646,578,1,6784,4.99,2020-04-12 09:57:15.996577-04
28647,578,1,6830,0.99,2020-04-12 12:11:21.996577-04
28648,578,2,7059,5.99,2020-04-26 21:19:28.996577-04
28649,578,1,8179,2.99,2020-04-28 15:33:39.996577-04
28650,578,1,8218,2.99,2020-04-28 17:14:07.996577-04
28651,578,2,9970,4.99,2020-04-30 10:06:50.996577-04
28652,578,1,10029,6.99,2020-04-30 12:06:13.996577-04
28653,578,2,10182,2.99,2020-04-30 17:36:27.996577-04
28654,579,1,4619,9.99,2020-04-08 01:29:35.996577-04
28655,579,1,4933,2.99,2020-04-08 15:46:55.996577-04
28656,579,1,6304,4.99,2020-04-11 11:30:42.996577-04
28657,579,2,6814,1.99,2020-04-12 11:40:24.996577-04
28658,579,2,6824,6.99,2020-04-12 11:55:12.996577-04
28659,579,2,6969,8.99,2020-04-26 17:52:20.996577-04
28660,579,2,7221,2.99,2020-04-27 03:06:01.996577-04
28661,579,1,8354,0.99,2020-04-28 22:24:52.996577-04
28662,579,1,8876,0.99,2020-04-29 17:43:35.996577-04
28663,579,1,8996,0.99,2020-04-29 22:21:49.996577-04
28664,579,2,9349,9.99,2020-04-30 11:48:34.996577-04
28665,579,2,9553,5.99,2020-04-29 19:35:00.996577-04
28666,579,2,9976,2.99,2020-04-30 10:26:15.996577-04
28667,579,2,9997,4.99,2020-04-30 11:05:56.996577-04
28668,580,2,3571,1.99,2020-04-05 21:00:57.996577-04
28669,580,2,3867,1.99,2020-04-06 11:20:45.996577-04
28670,580,2,4169,1.99,2020-04-07 03:07:44.996577-04
28671,580,2,4590,3.99,2020-04-07 23:56:14.996577-04
28672,580,1,5937,6.99,2020-04-10 15:44:34.996577-04
28673,580,1,6089,2.99,2020-04-10 23:14:25.996577-04
28674,580,2,6170,2.99,2020-04-11 03:57:47.996577-04
28675,580,1,7620,0.99,2020-04-27 17:55:43.996577-04
28676,580,2,8784,4.99,2020-04-29 14:04:03.996577-04
28677,580,1,8839,3.99,2020-04-29 16:21:00.996577-04
28678,580,1,9199,0.99,2020-04-30 06:06:26.996577-04
28679,580,1,9239,3.99,2020-04-30 07:19:18.996577-04
28680,580,1,9460,5.99,2020-04-30 15:54:05.996577-04
28681,580,2,9604,4.99,2020-04-29 21:15:38.996577-04
28682,580,2,9865,0.99,2020-04-30 06:39:11.996577-04
28683,581,2,4210,2.99,2020-04-07 05:04:46.996577-04
28684,581,2,4244,2.99,2020-04-07 07:10:24.996577-04
28685,581,1,4338,4.99,2020-04-07 12:08:22.996577-04
28686,581,2,4613,0.99,2020-04-08 01:13:15.996577-04
28687,581,1,4669,5.99,2020-04-08 03:41:34.996577-04
28688,581,1,4815,8.99,2020-04-08 10:41:17.996577-04
28689,581,1,4833,1.99,2020-04-08 11:36:01.996577-04
28690,581,1,5516,4.99,2020-04-09 18:42:18.996577-04
28691,581,1,5707,4.99,2020-04-10 03:54:40.996577-04
28692,581,2,5812,2.99,2020-04-10 08:56:22.996577-04
28693,581,2,7048,7.99,2020-04-26 21:00:14.996577-04
28694,581,1,7783,2.99,2020-04-28 00:43:09.996577-04
28695,581,1,9278,2.99,2020-04-30 08:43:45.996577-04
28696,581,1,9449,1.99,2020-04-30 15:31:00.996577-04
28697,582,1,3767,0.99,2020-04-06 06:35:53.996577-04
28698,582,2,6629,5.99,2020-04-12 02:47:01.996577-04
28699,582,2,7126,4.99,2020-04-26 23:41:39.996577-04
28700,582,2,7311,6.99,2020-04-27 06:31:20.996577-04
28701,582,2,7412,5.99,2020-04-27 10:13:00.996577-04
28702,582,1,7575,2.99,2020-04-27 16:22:18.996577-04
28703,582,2,8308,5.99,2020-04-28 20:50:41.996577-04
28704,582,1,8554,2.99,2020-04-29 04:44:55.996577-04
28705,582,1,8778,6.99,2020-04-29 13:42:51.996577-04
28706,582,1,9768,9.99,2020-04-30 03:17:07.996577-04
28707,583,1,3779,2.99,2020-04-06 07:15:02.996577-04
28708,583,1,3842,4.99,2020-04-06 10:02:58.996577-04
28709,583,2,3991,9.99,2020-04-06 17:02:07.996577-04
28710,583,1,4464,4.99,2020-04-07 17:35:44.996577-04
28711,583,1,5462,0.99,2020-04-09 16:25:19.996577-04
28712,583,1,5478,5.99,2020-04-09 17:13:41.996577-04
28713,583,2,5747,7.99,2020-04-10 05:43:59.996577-04
28714,583,2,6684,6.99,2020-04-12 05:43:08.996577-04
28715,583,1,7401,5.99,2020-04-27 09:46:21.996577-04
28716,583,2,8568,7.99,2020-04-29 05:06:48.996577-04
28717,583,1,9550,7.99,2020-04-29 19:26:00.996577-04
28718,583,2,9808,1.99,2020-04-30 04:45:48.996577-04
28719,584,2,3741,2.99,2020-04-06 05:28:44.996577-04
28720,584,2,3895,7.99,2020-04-06 12:32:50.996577-04
28721,584,1,4410,0.99,2020-04-07 15:16:42.996577-04
28722,584,1,4977,0.99,2020-04-08 17:44:16.996577-04
28723,584,2,6954,0.99,2020-04-26 17:23:39.996577-04
28724,584,1,7186,2.99,2020-04-27 01:54:38.996577-04
28725,584,1,7372,4.99,2020-04-27 08:47:08.996577-04
28726,584,1,7659,4.99,2020-04-27 19:38:11.996577-04
28727,584,2,8879,4.99,2020-04-29 17:44:28.996577-04
28728,584,2,9451,3.99,2020-04-30 15:38:43.996577-04
28729,584,1,9719,5.99,2020-04-30 01:53:39.996577-04
28730,584,2,10073,2.99,2020-04-30 13:21:41.996577-04
28731,585,2,4156,4.99,2020-04-07 02:32:17.996577-04
28732,585,2,4579,4.99,2020-04-07 23:30:22.996577-04
28733,585,1,4684,9.99,2020-04-08 04:09:32.996577-04
28734,585,2,5284,2.99,2020-04-09 08:36:47.996577-04
28735,585,2,5950,4.99,2020-04-10 16:42:11.996577-04
28736,585,2,6733,6.99,2020-04-12 07:32:27.996577-04
28737,585,1,7131,2.99,2020-04-26 23:53:32.996577-04
28738,585,1,7384,4.99,2020-04-27 09:18:11.996577-04
28739,585,2,7409,4.99,2020-04-27 10:06:50.996577-04
28740,585,2,8353,2.99,2020-04-28 22:20:36.996577-04
28741,585,2,9407,8.99,2020-04-30 13:53:50.996577-04
28742,585,1,9590,3.99,2020-04-29 20:45:42.996577-04
28743,585,1,9860,6.99,2020-04-30 06:31:50.996577-04
28744,586,2,3487,6.99,2020-04-05 16:59:02.996577-04
28745,586,2,3733,4.99,2020-04-06 05:02:21.996577-04
28746,586,2,5382,2.99,2020-04-09 12:41:23.996577-04
28747,586,1,6679,2.99,2020-04-12 05:29:33.996577-04
28748,586,2,9786,2.99,2020-04-30 03:53:47.996577-04
28749,586,2,9896,2.99,2020-04-30 07:38:14.996577-04
28750,587,2,3562,2.99,2020-04-05 20:23:02.996577-04
28751,587,2,3969,0.99,2020-04-06 16:16:25.996577-04
28752,587,2,5243,3.99,2020-04-09 06:50:34.996577-04
28753,587,1,6639,0.99,2020-04-12 03:29:10.996577-04
28754,587,2,6665,6.99,2020-04-12 04:57:40.996577-04
28755,587,1,7501,8.99,2020-04-27 13:45:25.996577-04
28756,587,2,8776,5.99,2020-04-29 13:35:32.996577-04
28757,587,2,9720,6.99,2020-04-30 01:53:47.996577-04
28758,587,2,9785,4.99,2020-04-30 03:50:41.996577-04
28759,587,2,9909,5.99,2020-04-30 08:12:00.996577-04
28760,588,1,3628,4.99,2020-04-05 23:48:09.996577-04
28761,588,1,4101,0.99,2020-04-06 23:53:37.996577-04
28762,588,2,4207,5.99,2020-04-07 05:01:11.996577-04
28763,588,2,5203,2.99,2020-04-09 04:22:25.996577-04
28764,588,1,5335,4.99,2020-04-09 10:29:15.996577-04
28765,588,1,6368,4.99,2020-04-11 14:47:27.996577-04
28766,588,2,7377,2.99,2020-04-27 08:59:54.996577-04
28767,588,2,7903,2.99,2020-04-28 04:49:02.996577-04
28768,588,1,8421,4.99,2020-04-29 00:29:13.996577-04
28769,588,1,8429,2.99,2020-04-29 00:40:15.996577-04
28770,588,2,8519,2.99,2020-04-29 03:38:09.996577-04
28771,588,1,8769,2.99,2020-04-29 13:13:59.996577-04
28772,588,2,9326,2.99,2020-04-30 10:58:29.996577-04
28773,588,2,9370,4.99,2020-04-30 12:25:55.996577-04
28774,589,2,4986,2.99,2020-04-08 18:12:59.996577-04
28775,589,1,5951,0.99,2020-04-10 16:42:55.996577-04
28776,589,2,6177,4.99,2020-04-11 04:22:15.996577-04
28777,589,2,6247,3.99,2020-04-11 08:28:31.996577-04
28778,589,2,7250,0.99,2020-04-27 04:12:35.996577-04
28779,589,2,7431,3.99,2020-04-27 10:55:53.996577-04
28780,589,2,7948,9.99,2020-04-28 06:34:42.996577-04
28781,589,2,8056,0.99,2020-04-28 10:32:41.996577-04
28782,589,1,8374,3.99,2020-04-28 22:52:28.996577-04
28783,589,1,9153,4.99,2020-04-30 04:26:42.996577-04
28784,590,2,4685,4.99,2020-04-08 04:13:39.996577-04
28785,590,1,4710,2.99,2020-04-08 05:33:19.996577-04
28786,590,2,4722,4.99,2020-04-08 06:10:53.996577-04
28787,590,1,5165,0.99,2020-04-09 02:37:19.996577-04
28788,590,1,5529,2.99,2020-04-09 19:39:39.996577-04
28789,590,1,5991,4.99,2020-04-10 18:32:04.996577-04
28790,590,2,6232,4.99,2020-04-11 07:36:53.996577-04
28791,590,2,6492,4.99,2020-04-11 19:57:06.996577-04
28792,590,1,7010,4.99,2020-04-26 19:24:27.996577-04
28793,590,2,7665,2.99,2020-04-27 19:56:56.996577-04
28794,590,1,8195,5.99,2020-04-28 16:21:24.996577-04
28795,590,1,8801,4.99,2020-04-29 14:53:48.996577-04
28796,590,2,9126,0.99,2020-04-30 03:12:41.996577-04
28797,590,1,9884,4.99,2020-04-30 07:24:50.996577-04
28798,591,1,3636,0.99,2020-04-06 00:32:18.996577-04
28799,591,2,4383,11.99,2020-04-07 14:14:17.996577-04
28800,591,1,4581,6.99,2020-04-07 23:33:32.996577-04
28801,591,1,5704,5.99,2020-04-10 03:34:55.996577-04
28802,591,1,5759,6.99,2020-04-10 06:11:48.996577-04
28803,591,1,7118,8.99,2020-04-26 23:22:16.996577-04
28804,591,1,7212,2.99,2020-04-27 02:49:48.996577-04
28805,591,2,7511,4.99,2020-04-27 14:07:06.996577-04
28806,591,1,7549,3.99,2020-04-27 15:21:47.996577-04
28807,591,2,7741,0.99,2020-04-27 22:54:21.996577-04
28808,591,1,7997,4.99,2020-04-28 08:30:51.996577-04
28809,591,1,8149,3.99,2020-04-28 14:16:38.996577-04
28810,591,2,8666,5.99,2020-04-29 09:08:04.996577-04
28811,591,2,8819,4.99,2020-04-29 15:42:52.996577-04
28812,591,1,9684,0.99,2020-04-30 00:16:59.996577-04
28813,592,2,3560,2.99,2020-04-05 20:20:03.996577-04
28814,592,1,3973,11.99,2020-04-06 16:26:57.996577-04
28815,592,1,4129,1.99,2020-04-07 01:05:29.996577-04
28816,592,1,4145,9.99,2020-04-07 01:55:05.996577-04
28817,592,1,4460,0.99,2020-04-07 17:18:40.996577-04
28818,592,1,4518,2.99,2020-04-07 20:17:02.996577-04
28819,592,1,6937,0.99,2020-04-26 16:44:16.996577-04
28820,592,2,7173,0.99,2020-04-27 01:27:50.996577-04
28821,592,1,7278,3.99,2020-04-27 05:19:00.996577-04
28822,592,2,7364,4.99,2020-04-27 08:27:06.996577-04
28823,592,1,8730,2.99,2020-04-29 11:52:00.996577-04
28824,592,2,8773,0.99,2020-04-29 13:24:00.996577-04
28825,592,1,9268,4.99,2020-04-30 08:30:56.996577-04
28826,592,1,9437,3.99,2020-04-30 15:04:30.996577-04
28827,592,2,9666,6.99,2020-04-29 23:49:24.996577-04
28828,593,2,3542,2.99,2020-04-05 19:20:08.996577-04
28829,593,2,4075,2.99,2020-04-06 22:20:10.996577-04
28830,593,2,4280,3.99,2020-04-07 08:37:57.996577-04
28831,593,2,4623,0.99,2020-04-08 01:31:48.996577-04
28832,593,2,4781,4.99,2020-04-08 09:35:21.996577-04
28833,593,2,4867,0.99,2020-04-08 12:39:18.996577-04
28834,593,1,6386,2.99,2020-04-11 15:43:23.996577-04
28835,593,1,6731,2.99,2020-04-12 07:26:53.996577-04
28836,593,2,7958,4.99,2020-04-28 07:03:00.996577-04
28837,593,1,8497,2.99,2020-04-29 02:35:29.996577-04
28838,593,2,9329,6.99,2020-04-30 11:11:04.996577-04
28839,593,1,9483,6.99,2020-04-30 16:59:57.996577-04
28840,594,2,3474,0.99,2020-04-05 16:28:19.996577-04
28841,594,1,3546,4.99,2020-04-05 19:46:20.996577-04
28842,594,2,3960,2.99,2020-04-06 15:37:19.996577-04
28843,594,1,4037,5.99,2020-04-06 20:21:18.996577-04
28844,594,1,4154,3.99,2020-04-07 02:26:49.996577-04
28845,594,2,5386,2.99,2020-04-09 12:47:35.996577-04
28846,594,1,6473,6.99,2020-04-11 19:04:06.996577-04
28847,594,1,7533,8.99,2020-04-27 14:52:59.996577-04
28848,594,1,8567,1.99,2020-04-29 05:05:56.996577-04
28849,594,1,8603,2.99,2020-04-29 06:35:33.996577-04
28850,594,2,8820,5.99,2020-04-29 15:43:22.996577-04
28851,594,1,9545,7.99,2020-04-29 19:14:50.996577-04
28852,594,1,9698,3.99,2020-04-30 00:53:01.996577-04
28853,594,2,9802,4.99,2020-04-30 04:32:46.996577-04
28854,595,1,3789,9.99,2020-04-06 07:30:52.996577-04
28855,595,1,4017,4.99,2020-04-06 18:36:44.996577-04
28856,595,1,4241,4.99,2020-04-07 07:07:26.996577-04
28857,595,2,4775,2.99,2020-04-08 09:12:31.996577-04
28858,595,1,5631,1.99,2020-04-09 23:44:11.996577-04
28859,595,1,5952,1.99,2020-04-10 16:46:46.996577-04
28860,595,1,6105,6.99,2020-04-11 00:31:45.996577-04
28861,595,1,6704,6.99,2020-04-12 06:18:50.996577-04
28862,595,1,7086,4.99,2020-04-26 22:08:12.996577-04
28863,595,2,7307,0.99,2020-04-27 06:27:36.996577-04
28864,595,1,7396,4.99,2020-04-27 09:32:19.996577-04
28865,595,2,7490,3.99,2020-04-27 13:16:38.996577-04
28866,595,1,9152,2.99,2020-04-30 04:19:53.996577-04
28867,595,2,9223,2.99,2020-04-30 06:51:46.996577-04
28868,595,1,9354,4.99,2020-04-30 12:01:17.996577-04
28869,595,2,9497,0.99,2020-04-30 17:25:20.996577-04
28870,595,2,9542,4.99,2020-04-29 19:10:14.996577-04
28871,595,1,9631,2.99,2020-04-29 22:30:26.996577-04
28872,595,2,9826,10.99,2020-04-30 05:20:12.996577-04
28873,596,2,5742,3.99,2020-04-10 05:24:44.996577-04
28874,596,1,6015,2.99,2020-04-10 19:32:38.996577-04
28875,596,1,6017,0.99,2020-04-10 19:33:58.996577-04
28876,596,1,6197,4.99,2020-04-11 05:38:17.996577-04
28877,596,2,6883,4.99,2020-04-12 14:19:14.996577-04
28878,596,1,10094,3.99,2020-04-30 13:59:44.996577-04
28879,597,1,5093,0.99,2020-04-08 23:27:38.996577-04
28880,597,1,5348,4.99,2020-04-09 11:02:37.996577-04
28881,597,2,5732,2.99,2020-04-10 05:04:58.996577-04
28882,597,1,6508,2.99,2020-04-11 21:03:16.996577-04
28883,597,2,7968,4.99,2020-04-28 07:26:01.996577-04
28884,597,2,8948,4.99,2020-04-29 20:44:44.996577-04
28885,597,2,10021,4.99,2020-04-30 11:53:05.996577-04
28886,597,1,10214,0.99,2020-04-30 18:32:41.996577-04
28887,598,1,3648,0.99,2020-04-06 00:59:07.996577-04
28888,598,2,3950,6.99,2020-04-06 15:17:10.996577-04
28889,598,1,3972,4.99,2020-04-06 16:22:23.996577-04
28890,598,1,4181,4.99,2020-04-07 03:56:20.996577-04
28891,598,2,5688,5.99,2020-04-10 02:44:34.996577-04
28892,598,1,6519,4.99,2020-04-11 21:29:02.996577-04
28893,598,2,6528,4.99,2020-04-11 21:58:10.996577-04
28894,598,2,6575,0.99,2020-04-11 23:41:19.996577-04
28895,598,2,6660,3.99,2020-04-12 04:48:38.996577-04
28896,598,2,7201,6.99,2020-04-27 02:26:06.996577-04
28897,598,2,7354,0.99,2020-04-27 08:10:37.996577-04
28898,598,1,7998,0.99,2020-04-28 08:37:14.996577-04
28899,598,2,8436,0.99,2020-04-29 00:49:46.996577-04
28900,598,1,8511,5.99,2020-04-29 03:11:08.996577-04
28901,598,1,8939,4.99,2020-04-29 20:25:19.996577-04
28902,598,1,10054,4.99,2020-04-30 12:44:18.996577-04
28903,599,1,5065,0.99,2020-04-08 22:10:26.996577-04
28904,599,1,5843,2.99,2020-04-10 10:42:53.996577-04
28905,599,2,6800,9.99,2020-04-12 10:32:22.996577-04
28906,599,2,6895,2.99,2020-04-12 14:52:25.996577-04
28907,599,1,8965,6.99,2020-04-29 21:21:03.996577-04
28908,599,2,9630,2.99,2020-04-29 22:25:33.996577-04
28909,202,1,3861,8.99,2020-04-06 10:53:15.996577-04
28910,599,2,9679,2.99,2020-04-30 00:09:45.996577-04
28911,202,2,4567,4.99,2020-04-07 22:48:30.996577-04
28912,202,2,5194,2.99,2020-04-09 04:00:00.996577-04
28913,202,1,5297,2.99,2020-04-09 09:00:55.996577-04
28914,202,2,5838,2.99,2020-04-10 10:33:22.996577-04
28915,202,1,7613,2.99,2020-04-27 17:42:24.996577-04
28916,202,1,8351,2.99,2020-04-28 22:19:19.996577-04
28917,202,1,8779,2.99,2020-04-29 13:43:26.996577-04
28918,202,1,8830,2.99,2020-04-29 16:03:01.996577-04
28919,202,2,8930,0.99,2020-04-29 19:57:04.996577-04
28920,202,2,9057,2.99,2020-04-30 00:42:44.996577-04
28921,202,2,9467,8.99,2020-04-30 16:14:00.996577-04
28922,202,2,9751,4.99,2020-04-30 02:49:16.996577-04
28923,203,2,4136,2.99,2020-04-07 01:44:18.996577-04
28924,203,2,5579,5.99,2020-04-09 21:32:55.996577-04
28925,203,2,7787,6.99,2020-04-28 00:47:28.996577-04
28926,203,1,8039,0.99,2020-04-28 10:03:42.996577-04
28927,203,1,8463,4.99,2020-04-29 01:46:17.996577-04
28928,203,1,8792,7.99,2020-04-29 14:24:40.996577-04
28929,203,2,9015,10.99,2020-04-29 22:49:58.996577-04
28930,204,1,4043,0.99,2020-04-06 20:38:16.996577-04
